team_name,AdjO,AdjD,SOS AdjO,SOS Adj D,eFG%,TOV%,ORB%,FTR,Hgt,%2P,%3P,%FT,Tempo,Blk%,Stl%,Def %FT,Def %2P,Def %3P,NST%,A%,3PA%,HomeAdvantage
Hawaii,103.6,108.4,106.3,107.4,50.7,20.7,31,34,77.9,51.3,26,22.7,66.1,8,11.4,20.5,52.3,27.1,9.3,48.7,36.9,5.36
Maine,101.6,106.6,103.8,111.1,52.1,15.9,22.1,29.8,77.2,53.8,29.7,16.5,65.6,7.2,8.8,17.4,51.9,30.7,7,56.1,34,5.36
Little Rock,99.6,104.7,102.2,109.7,49.5,20.4,30.4,37.9,78.1,55,27.8,17.1,69,7.3,12.3,22.5,42.9,34.6,8.1,52.6,30.3,5.36
Vermont,101.1,106.1,104.3,110.6,49.4,16.9,26.1,27.1,77.8,46.5,35.5,18.1,67.5,11.1,9.4,16.9,50.4,32.7,7.4,50,43.2,5.36
Southern,100.1,105.2,102.9,109.5,47.6,18.1,33.9,42.8,76.1,53.3,26.2,20.5,67.6,12.2,10,23,45.7,31.2,8.1,48.7,33.6,5.36
South Dakota,110.3,115.5,107.5,110.8,50.4,12.6,30.3,35.1,77.4,49.2,26.4,24.4,66.8,8.3,6.4,18.8,50,31.2,6.2,38.9,37.1,5.36
Presbyterian,105.1,110.5,107.4,109.8,51.2,16.3,29.6,39.2,77.5,52.9,29.9,17.2,67.7,8.4,9.6,21.1,52,26.9,6.7,47.4,34.2,5.36
Northwestern St.,102.3,107.8,106.6,107.4,48.7,20.4,33.5,32.6,76.4,51,30.1,18.8,68.3,11.6,11.2,19,46.3,34.8,9.2,52.4,35.1,5.36
SIUE,102.4,107.9,102,110.9,49,17.1,31.6,33.6,77.2,50.3,31.3,18.4,0,8.1,9.7,19.6,47.8,32.5,7.4,51.7,36.8,5.36
Northern Kentucky,103,108.7,106.6,109.2,49.8,17.3,31,29.3,77.6,49.8,32.8,17.4,66.2,9,9.6,17.1,47.8,35.1,7.6,54.2,40.3,5.36
Pepperdine,105.8,111.6,107.9,106.2,49.3,16.5,28.3,26.4,78.6,52.5,28.7,18.8,69,8.6,9.2,16,51.9,32.1,7.3,59.6,34.2,5.36
UMass Lowell,109.1,114.9,102,109.2,54.6,17.9,26,25.1,76.7,54.6,26.9,18.5,65.5,9.1,10.6,14.6,54.3,31.1,7.3,52.5,34.8,5.36
Manhattan,109.5,115.4,101.7,110.1,51.2,16.9,32.6,25.5,75.1,47,34.3,18.7,67.7,11.1,10.6,15.4,49.9,34.6,6.4,57,41.5,5.36
Kansas City,100.7,106.6,108.6,110.8,48.4,18.7,32.9,35.2,77.5,44.1,36.2,19.7,69.3,8.1,9.9,20,49.5,30.4,8.8,48.1,44,5.36
Cal St. Bakersfield,107.2,113.2,106.4,106.9,48.3,18.8,35.6,46.6,76.6,52.5,25.7,21.9,68.3,7.5,8.2,24.3,44.7,30.9,10.6,38.1,28.3,5.36
Fordham,105.7,111.8,106.9,105.2,48.6,18.8,31.5,38.6,76.4,47.9,33,19,67.2,10.6,10.3,20.7,54.7,24.6,8.5,53,41.5,5.36
La Salle,103,109.1,108,105.6,45.6,15.5,30.6,28.8,76.8,52.8,28,19.3,63.9,8.6,8.9,16.1,51.7,32.2,6.6,45.1,33.6,5.36
UT Rio Grande Valley,104.9,111.1,105,108.3,51.7,19.2,30.8,29.9,76.1,47.4,39.1,13.5,70.8,7.8,10.2,17.8,54,28.2,9,57,49,5.36
Richmond,103.4,109.8,108.5,105.7,48.3,15.3,19.3,36.7,76.7,45.1,34.8,20.1,66.6,9.2,9.2,20.2,40.8,39,6.1,51.1,45.4,5.36
UC Davis,97.3,103.7,107.8,107.5,46,19.5,27.5,40.3,76.4,48.2,27.8,23.9,66.7,7.4,9.8,23.6,46.5,29.9,9.7,46.2,35.3,5.36
Toledo,111.9,118.4,106.2,108.6,50.5,13.8,29.6,25.4,77.4,56.8,23,20.2,67.9,7.3,8.6,14.2,52.7,33.1,5.2,46.4,28.8,5.36
Missouri St.,101.4,107.9,109.2,108.1,50.9,20.7,32.1,38.5,75.8,49.8,32.2,18,68.9,11.9,10,20,48.7,31.3,10.7,49.9,37,5.36
Fresno St.,101.2,107.8,110.4,104.2,46.1,17.9,27,22.9,77.7,50.1,28.5,21.3,69,10.2,9.3,13.2,50.8,35.9,8.6,44.3,35.4,5.36
Jackson St.,101.5,108.2,105.3,107.6,47,19.5,30.6,32.1,76.2,50.5,27.4,22.1,67.1,9.3,11.8,17.9,47.8,34.2,7.7,49.1,34.5,5.36
Siena,103.5,110.4,103,109.8,49.7,17.6,28.9,31.7,77,46.6,31.5,21.9,75,9.7,10.2,18.5,53.8,27.6,7.4,47.9,40.2,5.36
Georgia Southern,103,110,105.3,109.9,50.6,19,32.9,43.2,77.3,46.8,38.6,14.6,69,11.9,9.8,23.5,46.8,29.7,9.3,50.3,44.3,5.36
Northern Arizona,105.7,112.7,105.7,110.8,50.4,15.2,32.1,33.6,77.5,50.9,32.7,16.4,70.8,9.1,8.3,18.4,50.5,31.1,6.8,52.9,38,5.36
Incarnate Word,106.9,114,103.5,109.1,51.7,18.3,34.5,34.2,77.3,52.2,32.3,15.5,69.3,9.7,10.5,18.6,53.8,27.5,7.8,45.7,36.1,5.36
American,102.3,109.5,104,110.3,51.3,16.9,23.9,35.5,76.5,44.5,37.5,18,66.1,9.5,8.6,18.9,53.1,28,8.2,52.4,45.1,5.36
Tennessee St.,102.6,109.8,101.6,109.8,51.3,21.1,33.8,39.3,77.7,53.3,25.1,21.6,66.3,8.4,11,21.6,49.4,28.9,10.1,47.3,33.6,5.36
FIU,98.1,105.4,107.4,107.3,46.9,20,31.7,38.7,76.8,57.1,21.6,21.3,64.6,7.9,11.8,21.4,47.8,30.8,8.2,48,29.5,5.36
Colgate,105.4,113.1,103.9,109.6,54.3,16.6,23.6,25.6,77.2,50.3,36.3,13.4,65.6,9.6,10.1,14.4,49.4,36.2,6.6,52.9,42.3,5.36
Mercer,100.4,108.1,106.4,108.9,49.1,16.4,28.8,32.9,76.4,50.8,32.5,16.7,65.2,9.5,10.7,18.8,42.6,38.5,5.7,46.9,40.1,5.36
North Florida,110,117.8,107.1,109,53.2,15,28,31.1,76.6,40.4,46,13.7,68.3,12.8,9.2,17.2,57.4,25.3,5.8,53.6,54,5.36
North Dakota,108.6,116.4,108.5,109.1,49.5,16,33.3,33.5,77.5,48.7,31.9,19.4,70,9.3,9.1,18.1,49.4,32.5,6.9,45.1,40.1,5.36
Evansville,98.7,106.6,108.9,107.5,48.8,17.7,22.6,34.6,78.3,51.2,30.5,18.3,69.3,7.6,11,20.3,43.3,36.4,6.7,52.6,40.6,5.36
Gardner Webb,103.6,111.6,108,109.9,51.9,20.7,33.4,37.2,76.7,55.1,25.4,19.5,71.4,8.4,11.3,20.1,51.6,28.2,9.5,39.4,33.1,5.36
Charlotte,105.3,113.4,108,107.8,48.3,14.8,25.1,36.1,77.4,46.1,29.1,24.8,65.4,10.8,8.1,18.9,54.7,26.4,6.7,52,40.2,5.36
Georgia St.,107,115.2,105.6,108.7,50.4,16.8,32.3,26.3,78.2,53.6,27.7,18.7,66.2,8.5,9.8,15.7,50.1,34.2,7,43.9,33.3,5.36
Harvard,102,110.4,106.3,108.2,50.8,18.2,25.1,24.3,76.6,52.1,32.1,15.8,67.1,9.5,10.5,14.9,55.1,30,7.7,54.4,40.1,5.36
Mount St. Mary's,101.1,109.4,103,109.8,51.2,21.6,31.3,27.6,77,48.7,33.1,18.2,65.1,9.2,12.9,17.1,46.4,36.5,8.7,60.3,40.3,5.36
Sacred Heart,105.6,114,102.8,110,51.1,17.2,31.1,28.3,76.8,46.5,37.4,16,65.1,10.7,10.3,16.8,46.5,36.7,6.9,60.1,44.1,5.36
Iona,97.7,106.2,103.2,110.3,47.1,21.2,38.8,36.9,76.5,54.1,29.4,16.6,67.7,11.7,10.4,20.8,47.2,32,10.8,56.2,34.7,5.36
Marist,98.3,106.9,101.1,111.8,51,18.8,30.5,33.3,76.8,56.1,30.3,13.6,64,6.7,10.9,20.6,49.7,29.7,7.9,55.4,36.7,5.36
Delaware,108.8,117.5,104.7,107.6,54.5,16.9,22.2,32.5,77.4,49.1,33.3,17.6,63.3,9.6,8.6,18.4,53.5,28.1,8.3,49.9,40.3,5.36
Navy,102.8,111.5,102.3,110.4,48.3,16.2,31.4,33.4,74.3,49.2,31,19.8,67.4,9.1,8.3,18.5,48.4,33.2,7.9,52.7,37.2,5.36
Albany,103.7,112.6,103.1,110.5,49.4,15.8,32.2,35.1,75.3,54.3,27.7,18,66.6,11.9,8.4,19.2,53,27.8,7.4,45.6,35.4,5.36
Portland,106.2,115.1,108.3,106.6,50.1,18,23.9,22.1,78.8,44.8,35.1,20,66.3,9.1,10.7,13.1,50.1,36.8,7.3,61.4,43.6,5.36
Austin Peay,102.4,111.5,108.5,110,48.7,14.8,25.8,36,76.1,47.7,34.8,17.5,68.4,13.4,8.4,19.7,49.9,30.5,6.3,49.5,40.2,5.36
Houston Christian,101.7,110.9,105.2,107.9,49.3,18,26.7,29.3,75.9,46.5,35.8,17.7,70.7,10.1,11.4,16.5,59.1,24.5,6.6,46.1,43.9,5.36
Columbia,107,116.3,104.7,110.1,52.7,15.4,26.3,25.5,76.8,51.5,31.7,16.8,63.2,10,8.7,14.2,48.5,37.3,6.7,60.1,39.1,5.36
Idaho,108.5,117.8,106,108.4,52.1,17.9,29.2,37.3,76.8,41.6,39,19.4,66.6,11.2,10.2,19.3,50.6,30.2,7.6,48.9,47.7,5.36
Monmouth,104.1,113.4,106.1,107.8,47.1,16.6,30.1,36.2,78.7,47.4,29.9,22.7,67.6,9.9,9.3,20.6,46.9,32.5,7.3,49.2,34.4,5.36
Ball St.,103.9,113.3,104.7,110.9,51.3,16.4,26.4,30.7,77.3,47.9,28.8,23.3,66,8.6,9.1,17.7,52.4,29.9,7.3,51.4,37.1,5.36
Texas Southern,96.3,105.8,102.9,109.2,46.5,19.6,30.3,37.1,76.3,51.2,30.3,18.5,71.3,9.5,10.6,21.3,45.3,33.4,9,52.2,36,5.36
Stephen F. Austin,95.3,104.9,105.2,107.8,46.7,22.2,34.6,34.1,77.8,54.1,28,17.9,69.4,9.8,13.2,19.1,49.4,31.5,9,51.4,36.9,5.36
Bethune Cookman,98.5,108.2,104,108.5,49,20.3,29,32.7,77.4,53.1,26.1,20.8,68.9,10.4,11.3,19.4,51.3,29.2,9,52.5,33.7,5.36
Eastern Michigan,104.6,114.4,105.9,110.2,52.5,18.9,29.9,38.1,77.3,50.3,30.5,19.3,64.6,8.6,10.8,21,47.2,31.8,8.2,47.7,38,5.36
Old Dominion,101,110.9,105.4,109.3,44.4,16.9,36.2,34.6,78,52.5,27.4,20.1,68.5,10,9.8,19,52.1,28.9,7.2,43.5,35.5,5.36
LIU,94.9,105,101.8,112.1,47.7,20.1,32,43.3,76.9,56.6,26.1,17.3,64.7,10.3,11.2,25.4,45.6,28.9,8.9,44.5,33.3,5.36
Penn,104.4,114.5,106.4,107.8,49.2,16.4,27.4,26.1,76.8,46.2,36.9,17,64.1,9.9,8.6,16.2,49.7,34,7.8,55.9,44.8,5.36
Lehigh,101.1,111.3,103.6,109.7,51.1,15.6,21.4,33.9,76.2,49.8,32.9,17.3,68.6,8.3,9.2,19.9,53,27.1,6.5,51.3,37.3,5.36
Pacific,101.8,112.1,109.2,106.6,48.1,19.3,28.8,37.1,77.7,52,28,20,67.3,9,10.4,21.2,47.4,31.5,8.9,49.7,37.8,5.36
Bowling Green,99.7,110.1,104.5,111.3,50,17,25.1,30.2,76.2,47.3,32.1,20.6,66.8,12,8.7,18.5,49.5,32,8.3,44,39.8,5.36
Tulsa,101.1,111.5,106.8,109,49.5,17,27.8,32.7,76.7,48.3,33.4,18.3,66.3,11.7,10.6,18.6,53.9,27.4,6.4,54.9,42.8,5.36
Alabama St.,102.2,112.6,102,110.2,47.6,13.3,27.6,39.9,76.7,45.2,36.5,18.3,62.6,8.7,7.5,21.4,47.6,31,5.8,43.9,43.1,5.36
Eastern Washington,103,113.4,107.9,108.7,51.2,18.7,27,40.4,77.5,52,28.8,19.2,69.3,8.1,11.6,21.4,48.1,30.5,7.1,53,37.9,5.36
Tarleton St.,93.9,104.5,107.1,105.3,45.9,25.5,28.7,48.1,76.2,54.6,20.6,24.8,64.4,12,12.1,25.2,43.4,31.4,13.4,46.5,25.6,5.36
Lafayette,98.6,109.3,103.4,111.4,50.2,16.6,24,26.9,76.1,48.8,33.9,17.4,69.1,6.5,9.5,16.4,49.8,33.8,7.1,59.4,40.3,5.36
VMI,100.6,111.4,106.6,109.2,48.5,18.1,25.1,29.8,76.9,41.7,35.6,22.6,69.2,10.4,10.7,15.1,45.9,39,7.3,49.5,47.4,5.36
Southern Utah,99,109.9,105.4,106.3,46.7,21.6,30.4,33,77.1,53,25.1,21.9,0,8.9,12.6,18.5,59.5,22,8.9,48.5,32.6,5.36
Tennessee Martin,102.1,113.1,102.2,109.3,47.6,19.5,34.7,33.9,76.9,42.9,37,20,66.9,14.4,11.7,18.6,41.9,39.5,7.8,51.1,47.3,5.36
San Diego,100.1,111.1,108.1,106.7,45.7,18.4,29.9,46.1,78,52,27.9,20,70.7,9.5,9.8,23.9,44.9,31.2,8.7,45.8,35.8,5.36
Western Michigan,101.9,113,106.1,109.9,47,15.7,34.6,33.7,77.8,57.7,24,18.4,66.8,10.7,8.2,17.8,48.8,33.3,7.6,45.1,32.5,5.36
Weber St.,101.4,112.8,107.2,109.2,50.1,17.2,25,37.5,78.2,51.9,28.8,19.3,65.3,9.9,9.1,20.4,44,35.6,8,43.3,37.3,5.36
